code,name,est_level,price,est_price,est_price1,est_price2,disparity2,rep_roe, < 동종업계per,disparity,disparity1,시가총액,거래량,지배주주자본,최대주주지분율,ROE,PER,매출액,영업이익,EPS(원),자기주식수,배당수익률
A033290,코웰패션,1,5650.0,8344,5089,4162,26.34,22.72,True,-47.68,9.93,5000.0,181333.0,"[1665.0, 2085.0, 2439.0, 2855.0]",70.83,"[29.71, 26.8, 22.72, 21.71]","[11.15, 8.57, 9.93, 8.75]",3947.0,761.0,568.0,5171107.0,1.77
A083450,GST,1,17300.0,25577,17040,14608,15.56,17.93,True,-47.84,1.5,1612.0,428579.0,"[740.0, 810.0, 993.0, nan]",25.95,"[23.25, 12.42, 19.83, nan]","[7.52, 4.3, 5.32, nan]",1682.0,219.0,1918.0,583500.0,1.96
A068790,DMS,1,8790.0,9577,8042,7605,13.48,10.87,True,-8.96,8.51,2027.0,538501.0,"[1352.0, 1515.0, 1660.0, 1907.0]",22.29,"[2.91, 10.61, 10.87, 14.66]","[39.38, 6.94, 7.31, 8.26]",1962.0,227.0,749.0,933797.0,1.37
A001630,종근당홀딩스,1,105500.0,109280,100021,97383,7.69,9.28,True,-3.58,5.19,5285.0,55982.0,"[4089.0, 4293.0, 4689.0, 5263.0]",45.98,"[12.48, 6.55, 10.03, 12.58]","[7.57, 11.4, 11.24, 8.44]",7206.0,862.0,8988.0,14661.0,1.29
A077500,유니퀘스트,1,11700.0,12700,9865,9058,22.58,12.68,True,-8.55,15.68,3195.0,518867.0,"[1777.0, 1881.0, 2133.0, nan]",45.08,"[5.48, 6.55, 12.68, 7.13]","[26.75, 14.45, 7.14, 20.99]",3353.0,69.0,935.0,586113.0,2.25
A124560,태웅로직스,1,5210.0,8113,4597,3596,30.98,28.59,True,-55.72,11.76,920.0,901059.0,"[155.0, 214.0, 412.0, nan]",42.18,"[0, 39.83, 30.62, nan, nan]","[nan, nan, 8.1, nan]",2861.0,150.0,631.0,1322223.0,0.98
A066700,테라젠이텍스,1,10300.0,10890,6903,5767,44.01,20.4,True,-5.73,32.98,3339.0,316230.0,"[869.0, 809.0, 1359.0, nan]",16.89,"[1.6, -12.18, 40.27, nan]","[260.15, nan, 5.95, nan]",1381.0,37.0,1408.0,469056.0,
A081660,휠라홀딩스,1,42050.0,62126,37293,30217,28.14,23.81,True,-47.74,11.31,25546.0,508003.0,"[7990.0, 9917.0, 12497.0, 14379.0]",21.64,"[7.53, 16.03, 23.81, 14.47]","[15.85, 22.78, 12.14, 13.15]",34504.0,4707.0,4365.0,657840.0,0.41
A318010,팜스빌,1,11100.0,14025,9841,8648,22.09,15.83,True,-26.35,11.35,880.0,68932.0,"[191.0, 269.0, 554.0, nan]",70.37,"[0, 21.05, 17.63, nan, 13.26]","[nan, nan, 10.71, nan]",300.0,71.0,1092.0,82908.0,1.71
A215200,메가스터디교육,1,38600.0,47651,31628,27063,29.89,18.1,False,-23.45,18.06,4571.0,60747.0,"[1786.0, 2132.0, 2468.0, 2629.0]",34.81,"[5.52, 20.86, 20.45, 10.24]","[13.72, 7.41, 10.42, 17.5]",4373.0,596.0,3985.0,80557.0,2.65
A136540,윈스,1,16900.0,17301,12993,11766,30.38,13.61,True,-2.37,23.12,2061.0,48628.0,"[903.0, 1020.0, 1129.0, nan]",37.91,"[9.08, 12.04, 13.61, nan]","[17.6, 11.33, 11.01, nan]",821.0,154.0,1207.0,1054473.0,2.63
A079370,제우스,1,25100.0,28424,24647,23571,6.09,10.23,True,-13.24,1.8,2606.0,131750.0,"[1812.0, 2100.0, 2239.0, nan]",39.56,"[10.71, 15.7, 6.43, nan]","[9.33, 3.86, 10.13, nan]",3235.0,182.0,1343.0,270028.0,1.47
A027970,세하,1,1890.0,2863,1539,1161,38.57,34.66,True,-51.5,18.59,1088.0,11418786.0,"[186.0, 268.0, 379.0, nan]",50.73,"[-15.84, 23.41, 34.66, nan]","[nan, 6.52, 5.57, nan]",1777.0,141.0,380.0,1305.0,
A040910,아이씨디,1,15750.0,16219,11721,10440,33.72,14.8,True,-2.98,25.58,2827.0,240676.0,"[1341.0, 1314.0, 1471.0, 1915.0]",24.08,"[19.84, 22.47, 8.01, 27.76]","[9.34, 3.76, 30.76, 6.01]",1216.0,143.0,639.0,1104471.0,0.76
A289010,아이스크림에듀,1,9680.0,12251,8462,7382,23.74,16.43,True,-26.56,12.59,1245.0,632303.0,"[337.0, 489.0, 745.0, nan]",45.06,"[23.23, 25.56, 8.07, nan]","[nan, nan, 19.32, nan]",1064.0,54.0,415.0,330577.0,1.25
A134790,시디즈,1,53600.0,65381,37549,29619,44.74,27.34,True,-21.98,29.95,1072.0,4165.0,"[218.0, 251.0, 320.0, nan]",60.72,"[1.42, 17.13, 27.34, nan]","[267.25, 17.97, 11.32, nan]",1929.0,86.0,3907.0,321042.0,0.68
A101240,씨큐브,1,7390.0,8634,7073,6628,10.31,11.4,True,-16.83,4.29,749.0,21428.0,"[470.0, 502.0, 541.0, nan]",31.52,"[8.43, 9.27, 11.4, nan]","[16.6, 11.96, 14.26, nan]",447.0,77.0,586.0,1175576.0,2.03
A109740,디에스케이,1,6990.0,7019,6183,5945,14.95,9.94,True,-0.41,11.54,1423.0,47721.0,"[792.0, 1057.0, 1126.0, nan]",23.63,"[-42.51, 21.27, 5.7, nan]","[nan, 6.8, 29.75, nan]",765.0,55.0,306.0,346805.0,
A065710,서호전기,1,22450.0,28972,20307,17838,20.55,15.87,True,-29.05,9.55,1156.0,14352.0,"[599.0, 623.0, 748.0, nan]",58.01,"[10.47, 8.88, 22.33, nan]","[11.95, 11.15, 7.87, nan]",649.0,122.0,2973.0,9078.0,5.13
A038070,서린바이오,1,13550.0,15255,10751,9467,30.13,15.67,True,-12.58,20.66,1084.0,291531.0,"[515.0, 537.0, 597.0, nan]",30.38,"[4.12, 4.99, 15.67, nan]","[38.63, 28.74, 7.85, nan]",544.0,18.0,1126.0,306080.0,1.06
A003230,삼양식품,1,104500.0,109397,66297,54015,48.31,23.15,True,-4.69,36.56,7872.0,73158.0,"[2001.0, 2309.0, 2837.0, 3579.0]",46.11,"[15.28, 16.16, 23.15, 25.28]","[25.42, 11.25, 11.37, 9.71]",5436.0,783.0,7906.0,409.0,0.89
A054670,대한뉴팜,1,13100.0,15988,8997,7005,46.52,29.27,True,-22.04,31.32,1880.0,150548.0,"[517.0, 431.0, 611.0, nan]",40.1,"[-33.49, 5.18, 29.27, nan]","[nan, 59.07, 9.8, nan]",1341.0,207.0,1062.0,319631.0,
A143240,사람인에이치알,1,25750.0,32031,18836,15077,41.45,25.35,True,-24.39,26.85,3002.0,17762.0,"[757.0, 896.0, 1113.0, 1260.0]",47.69,"[4.56, 20.17, 25.35, 17.62]","[72.84, 12.67, 14.17, 14.36]",936.0,273.0,2188.0,607163.0,1.87
A090460,비에이치,1,22800.0,39180,21076,15918,30.18,34.51,True,-71.84,7.56,7632.0,1287027.0,"[1528.0, 1879.0, 2795.0, 3502.0]",22.0,"[35.84, 49.27, 24.22, 20.47]","[18.41, 6.28, 12.67, 11.84]",6549.0,626.0,1732.0,2586488.0,
A100120,뷰웍스,1,29350.0,34224,23924,20990,28.49,15.97,True,-16.61,18.49,2936.0,47549.0,"[1262.0, 1408.0, 1614.0, 1780.0]",28.46,"[16.6, 15.56, 16.03, 16.15]","[20.84, 15.89, 13.01, 10.71]",1360.0,264.0,2421.0,553176.0,1.27
A038460,바이오스마트,1,8550.0,10732,7586,6689,21.76,15.57,True,-25.52,11.28,1718.0,301159.0,"[648.0, 805.0, 1055.0, nan]",23.2,"[7.79, 7.07, 23.82, nan]","[17.09, 14.61, 3.92, nan]",1590.0,31.0,1107.0,889896.0,1.45
A267980,매일유업,1,70900.0,97739,70854,63193,10.87,14.7,True,-37.86,0.07,5561.0,16556.0,"[2875.0, 3470.0, 4036.0, 4551.0]",56.27,"[nan, 18.39, 17.14, 14.74]","[14.08, 10.46, 10.5, 8.79]",13933.0,853.0,8202.0,227402.0,0.93
A214180,민앤지,1,17100.0,21822,15399,13569,20.65,15.62,True,-27.61,9.95,2114.0,184670.0,"[936.0, 1017.0, 1265.0, nan]",25.94,"[17.03, 14.79, 15.71, nan]","[23.34, 16.33, 11.25, nan]",1237.0,270.0,1329.0,998795.0,1.54
A093520,매커스,1,4800.0,5018,4640,4533,5.57,9.11,True,-4.53,3.33,776.0,61240.0,"[474.0, 522.0, 528.0, nan]",15.93,"[20.63, 18.7, 9.11, nan]","[7.3, 7.13, 12.7, nan]",575.0,59.0,296.0,4135008.0,2.66
A286940,롯데정보통신,1,36800.0,47820,34592,30823,16.24,14.77,True,-29.95,6.0,5666.0,56470.0,"[1968.0, 3488.0, 3904.0, 4183.0]",65.02,"[nan, 9.65, 14.77, 9.73]","[nan, 16.04, 11.21, 14.4]",8457.0,411.0,3679.0,266964.0,1.7
A306040,에스제이그룹,1,15200.0,27394,15195,11719,22.9,30.79,True,-80.22,0.03,1500.0,33135.0,"[70.0, 106.0, 694.0, 835.0]",51.79,"[0, 42.83, 33.03, 20.93, nan]","[nan, nan, 11.28, 9.37]",1095.0,164.0,1785.0,78094.0,0.66
A122310,제노레이,1,10050.0,13702,7974,6343,36.89,26.19,True,-36.34,20.65,1463.0,342063.0,"[243.0, 450.0, 596.0, 727.0]",28.5,"[26.45, 27.35, 25.33, 22.68]","[nan, 8.46, 7.88, 9.75]",651.0,147.0,950.0,260000.0,1.8
A001820,삼화콘덴서,1,58200.0,67410,35855,26863,53.84,36.08,True,-15.82,38.39,6050.0,218954.0,"[681.0, 1264.0, 1528.0, 1760.0]",28.15,"[25.71, 63.52, 21.24, 15.82]","[28.84, 8.95, 18.34, 23.27]",2545.0,373.0,2852.0,134000.0,0.48
A119610,인터로조,1,21500.0,21601,15696,14013,34.82,14.62,True,-0.47,26.99,2511.0,12464.0,"[1024.0, 1213.0, 1315.0, 1473.0]",34.93,"[19.97, 13.05, 13.89, 14.23]","[22.19, 19.14, 17.63, 12.66]",926.0,226.0,1503.0,507392.0,1.1
A041830,인바디,1,18100.0,20816,14752,13024,28.04,15.47,True,-15.0,18.5,2477.0,84371.0,"[1065.0, 1244.0, 1397.0, 1480.0]",28.69,"[19.44, 17.04, 15.47, 10.43]","[28.4, 15.1, 15.84, 16.51]",1171.0,276.0,1493.0,656935.0,0.59
A049720,고려신용정보,1,5990.0,6448,3546,2719,54.6,31.75,False,-7.64,40.8,857.0,70531.0,"[173.0, 192.0, 225.0, nan]",49.02,"[21.07, 25.63, 31.75, nan]","[12.11, 11.6, 10.67, nan]",1165.0,81.0,463.0,398734.0,5.06
A192080,더블유게임즈,1,58800.0,82812,55963,48312,17.84,17.31,True,-40.84,4.82,10804.0,105784.0,"[4046.0, 5183.0, 6472.0, 7618.0]",43.73,"[9.04, 19.02, 18.93, 18.27]","[25.5, 12.28, 8.25, 8.38]",5138.0,1546.0,6040.0,1398976.0,0.7
A086390,유니테스트,1,24800.0,27976,15886,12441,49.83,28.39,True,-12.81,35.94,5241.0,581967.0,"[927.0, 1403.0, 1594.0, 1640.0]",21.07,"[29.34, 44.95, 17.03, 6.96]","[11.19, 4.24, 11.88, 46.59]",1983.0,300.0,1208.0,839709.0,1.74
A203450,유니온커뮤니티,1,3650.0,3945,3123,2889,20.84,12.2,True,-8.09,14.43,536.0,76458.0,"[315.0, 325.0, 346.0, nan]",23.33,"[5.7, 11.14, 12.2, nan]","[24.52, 10.88, 9.97, nan]",410.0,35.0,279.0,1254349.0,2.52
A036200,유니셈,1,7450.0,10194,6698,5702,23.47,18.57,True,-36.83,10.1,2284.0,400300.0,"[891.0, 1084.0, 1287.0, nan]",29.03,"[29.81, 22.72, 18.57, 19.73]","[8.17, 4.42, 7.56, 8.99]",1790.0,240.0,718.0,1248170.0,0.92
A044340,위닉스,1,20600.0,34995,19583,15191,26.26,29.85,True,-69.88,4.94,3682.0,106986.0,"[975.0, 1187.0, 1527.0, nan]",47.92,"[11.97, 17.46, 29.85, nan]","[19.87, 13.78, 11.5, nan]",3862.0,514.0,2266.0,1530786.0,1.92
A041910,에스텍파마,1,12450.0,17497,12267,10777,13.44,15.86,True,-40.54,1.47,1481.0,103028.0,"[824.0, 893.0, 1027.0, nan]",24.9,"[3.41, 7.68, 15.86, nan]","[52.47, 14.87, 8.17, nan]",465.0,38.0,1280.0,218257.0,0.96
A138080,오이솔루션,1,52300.0,73155,37085,26807,48.74,44.43,True,-39.87,29.09,5556.0,133652.0,"[669.0, 680.0, 1393.0, 1498.0]",29.1,"[-2.92, 3.83, 44.43, 9.71]","[nan, 51.31, 10.72, 39.58]",2103.0,583.0,4614.0,8908.0,0.81
A241790,오션브릿지,1,16100.0,18725,11403,9317,42.13,22.82,True,-16.3,29.17,1610.0,296161.0,"[401.0, 512.0, 646.0, nan]",24.2,"[25.01, 29.43, 17.69, nan]","[10.38, 5.12, 10.06, nan]",758.0,128.0,1024.0,123197.0,2.62
A089600,나스미디어,1,30300.0,34048,23590,20610,31.98,16.3,False,-12.37,22.14,2653.0,43173.0,"[1196.0, 1321.0, 1415.0, 1591.0]",59.59,"[22.56, 15.03, 15.07, 13.67]","[26.56, 13.14, 14.16, 12.91]",1170.0,306.0,2355.0,252500.0,1.98
A239610,에이치엘사이언스,1,44350.0,55798,32031,25259,43.05,27.38,True,-25.81,27.78,2281.0,20867.0,"[531.0, 630.0, 812.0, nan]",63.19,"[9.56, 18.71, 27.38, nan]","[34.51, 20.4, 14.25, nan]",1283.0,237.0,3839.0,142792.0,0.73
A050760,에스폴리텍,1,6310.0,9617,6026,5002,20.72,21.06,True,-52.42,4.5,1031.0,168671.0,"[448.0, 460.0, 560.0, nan]",32.18,"[-6.54, 3.33, 21.06, nan]","[nan, 19.91, 8.35, nan]",1350.0,149.0,658.0,948523.0,0.91
A267320,나인테크,1,4390.0,5750,2447,1506,65.69,181.15,False,-30.97,44.26,1730.0,878776.0,"[-11.0, 20.0, 99.0, nan]",33.2,"[0, 436.59, 71.24, nan, nan]","[nan, 33.31, nan, nan]",752.0,65.0,114.0,261560.0,
A039440,에스티아이,1,16050.0,20356,14806,13225,17.6,14.59,True,-26.83,7.75,2541.0,121398.0,"[859.0, 1513.0, 1670.0, nan]",27.06,"[33.49, 16.44, 14.59, nan]","[13.99, 7.08, 14.05, nan]",3189.0,271.0,1466.0,811400.0,1.21
A092730,네오팜,1,28400.0,43622,25533,20378,28.24,25.72,True,-53.6,10.1,2331.0,37906.0,"[476.0, 593.0, 1057.0, 1181.0]",38.94,"[26.83, 28.76, 23.33, 15.53]","[30.43, 21.85, 19.83, 13.41]",832.0,230.0,2438.0,386733.0,1.55
