code,name,naverlink,fnlink,est_level,price,pegr,cur_per,est_price,est_price1,est_price2,disparity,disparity1,disparity2,rep_roe,is_cheap_comp_per,eps_level,eps,eps_expect,eps_expect_this_year_ratio,eps_list,eps증가율,eps증가율기하평균,EPS최근증가율,EPS증가율_ORG,EPS증가율_AVG,market_cap,trading_cnt,지배주주자본,최대주주지분율,ROE,PER,매출액,영업이익,자기주식수,배당수익률,True
A023590,다우기술,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=023590"", ""A023590"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A023590&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""다우기술"")",3,39100,0.0,3.45,103037,90691,86364,163.52,131.95,120.88,13.92,True,0,11260.0,,,"[5037.0, 7931.0, 11260.0, nan]","[57.5, 42.0, nan]",0.0,106.2,"[-0.9, -39.4, 57.5, 42.0, 106.2]",22.59726125326411,16925.0,46517,"[25189.0, 28873.0, 34464.0, nan]",49.02,"[9.35, 13.16, 15.95, nan]","[3.55, 2.25, 3.45, nan]",174950.0,15593.0,136463.0,4.63,True
A192080,더블유게임즈,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=192080"", ""A192080"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A192080&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""더블유게임즈"")",2,71100,0.89,8.78,84724,72056,67616,19.16,1.34,-4.9,15.0,True,1,6106.0,9166.0,50.1,"[6915.0, 8708.0, 6106.0, 9166.0]","[25.9, -29.9, 50.1]",9.826753704899982,67.4,"[nan, nan, 25.9, -29.9, 67.4]",0.0,15054.0,142046,"[8716.0, 11314.0, 11859.0, 13542.0]",44.98,"[18.62, 18.69, 11.33, 15.29]","[5.82, 6.19, 8.78, 7.76]",7199.0,2321.0,1717003.0,2.24,True
A073240,금호타이어,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=073240"", ""A073240"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A073240&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""금호타이어"")",3,4650,0.14,4.85,12258,9490,8521,163.61,104.09,83.24,18.72,False,3,1209.0,1370.0,13.3,"[549.0, 1131.0, 1209.0, 1370.0]","[106.0, 6.9, 13.3]",35.63078597499298,-1.5,"[nan, nan, 105.9, 6.9, -1.5]",0.0,13358.0,896020,"[12644.0, 17206.0, 20294.0, 24333.0]",60.49,"[13.2, 21.77, 18.53, 17.64]","[9.81, 4.22, 4.85, 3.39]",47013.0,5759.0,,,True
A003090,대웅,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=003090"", ""A003090"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A003090&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""대웅"")",3,17850,0.0,7.32,34015,31007,29953,90.56,73.71,67.81,12.94,True,0,3011.0,,,"[2626.0, 996.0, 3011.0, nan]","[-62.1, 202.3, nan]",0.0,34.8,"[30.3, 48.9, -62.1, 202.4, 34.8]",24.551797771455377,10378.0,61674,"[9348.0, 9965.0, 11766.0, nan]",38.04,"[17.31, 5.99, 16.11, nan]","[7.86, 21.7, 7.32, nan]",20684.0,2618.0,16669850.0,0.91,True
A185750,종근당,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=185750"", ""A185750"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A185750&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""종근당"")",3,74400,-0.44,14.76,93658,84346,81083,25.89,13.37,8.98,13.27,True,0,5615.0,4564.0,-18.7,"[15397.0, 7902.0, 5615.0, 4564.0]","[-48.7, -28.9, -18.7]",-33.31535597877047,8.8,"[89.5, 162.5, -48.7, -28.9, 8.8]",14.569990386070764,10269.0,27982,"[8157.0, 8940.0, 10038.0, nan]",40.15,"[29.56, 12.76, 8.17, 6.28]","[8.12, 11.26, 14.76, 16.3]",16924.0,806.0,626712.0,0.6,True
A009450,경동나비엔,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=009450"", ""A009450"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A009450&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""경동나비엔"")",1,67700,0.33,9.01,74663,63285,59297,10.29,-6.52,-12.41,15.11,True,1,6157.0,11851.0,92.5,"[5707.0, 8535.0, 6157.0, 11851.0]","[49.6, -27.9, 92.5]",27.57508431472868,52.2,"[-36.9, 55.2, 49.5, -27.9, 52.2]",9.946760367496378,9863.0,39390,"[5846.0, 6954.0, 7705.0, 9318.0]",57.61,"[15.09, 19.43, 12.24, 20.28]","[8.27, 10.29, 9.01, 5.71]",15022.0,1434.0,115660.0,1.35,True
A137400,피엔티,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=137400"", ""A137400"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A137400&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""피엔티"")",1,40750,0.0,13.01,49214,38832,35194,20.77,-4.71,-13.63,17.86,True,0,2890.0,,,"[2809.0, 5519.0, 2890.0, nan]","[96.5, -47.6, nan]",0.0,105.9,"[12.5, 6.2, 96.5, -47.6, 105.9]",20.427437536037594,9654.0,183508,"[4557.0, 6150.0, 6929.0, nan]",16.09,"[20.01, 26.52, 11.37, nan]","[17.94, 6.86, 13.01, nan]",7449.0,956.0,386129.0,0.53,True
A036830,솔브레인홀딩스,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=036830"", ""A036830"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A036830&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""솔브레인홀딩스"")",3,44600,0.0,1.6,148188,114450,102626,232.26,156.61,130.1,18.84,False,0,23248.0,,,"[4342.0, 2796.0, 23248.0, nan]","[-35.6, 731.5, nan]",0.0,95.7,"[104.1, 41.8, -35.6, 731.5, 95.7]",97.86621055024895,9145.0,74078,"[12373.0, 13050.0, 17354.0, nan]",77.27,"[7.63, 4.61, 32.06, nan]","[10.21, 12.91, 1.6, nan]",5566.0,-34.0,58000.0,1.34,True
A192400,쿠쿠홀딩스,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=192400"", ""A192400"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A192400&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""쿠쿠홀딩스"")",3,24500,0.0,7.08,47008,44621,43784,91.87,82.12,78.71,11.93,True,0,4094.0,,,"[3659.0, 3861.0, 4094.0, nan]","[5.5, 6.0, nan]",0.0,18.1,"[-9.8, 11.5, 5.5, 6.0, 18.1]",5.84197264666475,8713.0,23454,"[10777.0, 11964.0, 13217.0, nan]",64.86,"[12.72, 12.08, 11.56, nan]","[4.48, 5.96, 7.08, nan]",9209.0,1140.0,4483800.0,5.34,True
A033100,제룡전기,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=033100"", ""A033100"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A033100&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""제룡전기"")",1,52200,0.0,9.6,54739,33508,26068,4.86,-35.81,-50.06,39.64,False,0,3655.0,,,"[3510.0, 4976.0, 3655.0, nan]","[41.8, -26.5, nan]",0.0,-45.3,"[963.5, 351.8, 41.8, -26.5, -45.3]",93.87728234620553,8385.0,168563,"[1248.0, 1967.0, 2393.0, nan]",33.13,"[57.64, 49.72, 26.93, nan]","[5.71, 9.23, 9.6, nan]",2240.0,670.0,,3.13,True
A071320,지역난방공사,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=071320"", ""A071320"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A071320&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""지역난방공사"")",3,68300,0.63,3.29,228572,212685,207118,234.66,211.4,203.25,12.41,True,0,29268.0,20089.0,-31.4,"[17222.0, 18151.0, 29268.0, 20089.0]","[5.4, 61.2, -31.4]",5.23896978947147,-7.4,"[nan, nan, 5.4, 61.3, -7.4]",0.0,7908.0,9005,"[20885.0, 22671.0, 23014.0, 23397.0]",64.63,"[10.63, 9.65, 14.84, 10.02]","[1.42, 2.28, 3.29, 3.4]",39982.0,5296.0,,6.39,True
A025540,한국단자,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=025540"", ""A025540"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A025540&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""한국단자"")",3,75000,0.31,6.48,114971,114896,114869,53.3,53.19,53.16,10.8,True,1,10383.0,12348.0,18.9,"[7000.0, 13654.0, 10383.0, 12348.0]","[95.1, -24.0, 18.9]",20.804813376322826,34.0,"[-22.6, 49.7, 95.1, -24.0, 34.0]",18.148356349347196,7586.0,32650,"[9319.0, 10761.0, 11615.0, 12540.0]",38.43,"[8.09, 14.16, 9.47, 10.34]","[10.71, 4.9, 6.48, 6.07]",14429.0,1393.0,,4.75,True
A032190,다우데이타,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=032190"", ""A032190"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A032190&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""다우데이타"")",3,19330,0.0,3.22,49159,45369,44041,154.31,134.71,127.84,12.62,True,0,5713.0,,,"[1660.0, 4290.0, 5713.0, nan]","[158.4, 33.2, nan]",0.0,82.4,"[38.6, -68.8, 158.5, 33.2, 82.4]",22.11850701721445,7403.0,113349,"[11797.0, 13555.0, 16104.0, nan]",63.29,"[5.49, 12.96, 14.76, nan]","[8.3, 2.37, 3.22, nan]",180520.0,15999.0,,2.99,True
A037460,삼지전자,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=037460"", ""A037460"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A037460&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""삼지전자"")",1,44400,0.0,3.18,48963,41091,38332,10.28,-7.45,-13.67,15.45,False,0,4636.0,,,"[1939.0, 3771.0, 4636.0, nan]","[94.5, 22.9, nan]",0.0,1113.7,"[57.3, -34.2, 94.5, 23.0, 1113.7]",97.50501929847735,7245.0,137445,"[3477.0, 4113.0, 4844.0, nan]",46.12,"[9.62, 16.21, 16.89, nan]","[4.38, 2.29, 3.18, nan]",42911.0,1624.0,2151015.0,3.73,True
A009240,한샘,"=HYPERLINK(""https://finance.naver.com/item/coinfo.nhn?code=009240"", ""A009240"")","=HYPERLINK(""http://comp.fnguide.com/SVO2/ASP/SVD_Consensus.asp?pGB=1&gicode=A009240&cID=&MenuYn=Y&ReportGB=&NewMenuID=108&stkGb=701"", ""한샘"")",2,30750,0.0,23.47,46192,34411,30282,50.22,11.9,-1.52,20.7,False,0,1967.0,1109.0,-43.6,"[-2641.0, 6422.0, 1967.0, 1109.0]","[-343.2, -69.4, -43.6]",0.0,-72.6,"[nan, nan, nan, -69.4, -72.6]",0.0,7237.0,39392,"[3428.0, 3507.0, 3998.0, 4161.0]",35.96,"[-15.77, 43.59, 12.33, 6.4]","[nan, 7.4, 23.47, 27.73]",17445.0,185.0,6933606.0,,True
